STORE NUMBER,Store Name,UPC,SKU,Name,Manufacturer,Segment,Yes/No
447,FOOD MAXX,85661900239,,DUST BOWL TACO TRUCK LAGER 6/12C,DUST BOWL BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,85661900294,,DUST BOWL TACO TRUCK LIME LAGER 6/12C,DUST BOWL BREWING COMPANY,CRAFT,*
447,FOOD MAXX,85003463109,,DUST BOWL THE GOLD 1 6/12C,DUST BOWL BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,85661900210,,DUST BOWL THERAPIST NO APPOINTMENT NECESSARY IMPERIAL IPA 1/22B,DUST BOWL BREWING COMPANY,CRAFT,*
447,FOOD MAXX,85003463107,,DUSTBOWL TACO TRUCK LIME 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,Yes
447,FOOD MAXX,81790400921,,ELYSIAN HAZY 96 IPA 6/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,81790400086,,ELYSIAN SPACE DUST 12/12C,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,1820025816,,ESTRELLA JALISCO 1/24C,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,Yes
447,FOOD MAXX,1820098404,,ESTRELLA JALISCO 24/12B,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,Yes
447,FOOD MAXX,1820029092,,ESTRELLA JALISCO 24/12C,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,Yes
447,FOOD MAXX,1820025946,,ESTRELLA JALISCO MANGO MICHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,Yes
447,FOOD MAXX,1820020148,,ESTRELLA JALISCO MANGO MICHELADA 8/12C,ANHEUSER-BUSCH INBEV,CHELADA,*
447,FOOD MAXX,1820026009,,ESTRELLA JALISCO TROPICAL CHAMOY MICHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,Yes
447,FOOD MAXX,85464800506,,FALL RIVER HEXAGENIA IPA 6/10.7C,FALL RIVER BREWING COMPANY,CRAFT,*
447,FOOD MAXX,85464800526,,FALL RIVER NUMB NUMB JUICE HAZY IPA 4/16C,FALL RIVER BREWING COMPANY,CRAFT,*
447,FOOD MAXX,85001767004,,FARMERS 530 UNFILTERED WHEAT ALE 6/12C,FARMERS BREWING CO.,CRAFT,*
447,FOOD MAXX,85001767001,,FARMERS LIGHT  6/12C,FARMERS BREWING CO.,CRAFT,Yes
447,FOOD MAXX,85001767010,,FARMERS SUN UP 'TIL SUN DOWN SESSION IPA 6/12C,FARMERS BREWING CO.,CRAFT,*
447,FOOD MAXX,85001767007,,FARMERS VALLE MEXICAN LAGER 6/12C,FARMERS BREWING CO.,CRAFT,*
447,FOOD MAXX,85001596704,,FEATHER FALLS CALIFORNIA HAZE NEW ENGLAND STYLE DOUBLE IPA 4/16C,FEATHER FALLS BREWING,CRAFT,*
447,FOOD MAXX,85001596702,,FEATHER FALLS SNAKE EYES DOUBLE IPA 4/16C,FEATHER FALLS BREWING,CRAFT,*
447,FOOD MAXX,85001596701,,FEATHER FALLS VOLCANO MUDSLIDE SWEET STOUT 4/16C,FEATHER FALLS BREWING,CRAFT,*
447,FOOD MAXX,60275501083,,FIRESTONE 805 CERVEZA 12/12B,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275501079,,FIRESTONE 805 CERVEZA 12/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275501261,,FIRESTONE CALI SQUEEZE BLOOD ORANGE HEFEWEIZEN 1/24C,FIRESTONE BREWING,CRAFT,*
447,FOOD MAXX,60275501126,,FIRESTONE WALKER  805 1/32B,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500628,,FIRESTONE WALKER 805 12/12B,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500635,,FIRESTONE WALKER 805 12/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500659,,FIRESTONE WALKER 805 18/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500630,,FIRESTONE WALKER 805 24/12B,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500626,,FIRESTONE WALKER 805 6/12B,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275501128,,FIRESTONE WALKER 805 CERVESA 1/32B,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275501070,,FIRESTONE WALKER DOUBLE HOPNOSIS IPA 1/19.2C,FIRESTONE BREWING,CRAFT,*
447,FOOD MAXX,60275501111,,FIRESTONE WALKER MIND HAZE DOUBLE IPA 1/19.2C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275501038,,FIRESTONE WALKER MIND HAZE IPA 1/19.2C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500950,,FIRESTONE WALKER MIND HAZE IPA 12/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500949,,FIRESTONE WALKER MIND HAZE IPA 6/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275501138,,FIRESTONE WALKER TROPICAL HAZY MIXED PACK VARIETY PACK 12/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,60275500311,,FIRESTONE WALKER VARIETY PACK 12/12C,FIRESTONE BREWING,CRAFT,Yes
447,FOOD MAXX,7089701331,,FOSTERS LAGER 1/25C,MOLSON COORS BREWING,IMPORT,Yes
447,FOOD MAXX,7089718331,,FOSTERS SPECIAL BITTER ALE 1/25C,MOLSON COORS BREWING,IMPORT,Yes
447,FOOD MAXX,64286013024,,FOUNDERS ALL DAY IPA 1/19.2C,FOUNDERS BREWING CO,CRAFT,*
447,FOOD MAXX,64286090024,,FOUNDERS ALL DAY IPA 15/12C,FOUNDERS BREWING CO,CRAFT,Yes
447,FOOD MAXX,89521600104,,FOUR LOKO FRUIT PUNCH 1/24C,PHUSION PROJECTS INC,FMB,Yes
447,FOOD MAXX,84980600095,,FOUR LOKO SOUR APPLE 1/24C,PHUSION PROJECTS INC,FMB,Yes
447,FOOD MAXX,84980600472,,FOUR LOKO USA - SOUR WHITE CHERRY  1/1/24C,PHUSION PROJECTS INC,FMB,*
447,FOOD MAXX,81007878065,,FRESCA MIXXED TEQUILA PALOMA 4/12C,CONSTELLATION BRANDS,RTD,Yes
447,FOOD MAXX,81007878068,,FRESCA MIXXED VODKA SPRITZ 4/12C,CONSTELLATION BRANDS,RTD,Yes
447,FOOD MAXX,81062803242,,GOLDEN ROAD CALIFORNIA CLASSICS 12/12C,ANHEUSER-BUSCH INBEV,CRAFT,*
447,FOOD MAXX,81062803008,,GOLDEN ROAD MANGO CART MANGO WHEAT ALE 1/25C,ANHEUSER-BUSCH INBEV,CRAFT,*
447,FOOD MAXX,85689500384,,GOLDEN ROAD MANGO CART MANGO WHEAT ALE 6/12C,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,85624700504,,GOLDEN STATE GINGERGRASS HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,*
447,FOOD MAXX,85624700518,,GOLDEN STATE JAMAICA CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,Yes
447,FOOD MAXX,85624700505,,GOLDEN STATE MIGHTY DRY HARD CIDER 1/19.2C,GOLDEN STATE CIDER CO,CIDER,*
447,FOOD MAXX,85624700500,,GOLDEN STATE MIGHTY DRY HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,Yes
447,FOOD MAXX,85624700502,,GOLDEN STATE MIGHTY HOPS HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,*
447,FOOD MAXX,85442100302,,GREAT BASIN ICHTHYOSAUR ICKY IPA 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,*
447,FOOD MAXX,85442100327,,GREAT BASIN OUTLAW MILK STOUT 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,*
447,FOOD MAXX,85442100314,,GREAT BASIN WILD HORSE ALE 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,*
447,FOOD MAXX,8382012534,,GUINNESS DRAUGHT 0.0 NA 4/14.9C,DIAGEO BEER COMPANY USA,NON-ALC,*
447,FOOD MAXX,8382010403,,GUINNESS DRAUGHT 12/11B,DIAGEO BEER COMPANY USA,IMPORT,*
447,FOOD MAXX,8382012360,,GUINNESS DRAUGHT 4/7C,DIAGEO BEER COMPANY USA,IMPORT,*
447,FOOD MAXX,8382010401,,GUINNESS DRAUGHT 6/11B,DIAGEO BEER COMPANY USA,IMPORT,Yes
447,FOOD MAXX,8382012368,,GUINNESS DRAUGHT 8/15C,DIAGEO BEER COMPANY USA,IMPORT,*
447,FOOD MAXX,8382012393,,GUINNESS EXTRA STOUT 6/12B,DIAGEO BEER COMPANY USA,IMPORT,Yes
447,FOOD MAXX,8417396808,,HAPPY DAD HARD SELTZER VARIETY PACK 12/12C,HAPPY DAD LLC,SELTZER,Yes
447,FOOD MAXX,7289000654,,HEINEKEN 0.0 12/11C,HEINEKEN USA INC,NON-ALC,Yes
447,FOOD MAXX,7289000621,,HEINEKEN 0.0 6/11B,HEINEKEN USA INC,NON-ALC,Yes
447,FOOD MAXX,7289000119,,HEINEKEN 1/24C,HEINEKEN USA INC,IMPORT,Yes
447,FOOD MAXX,7289000016,,HEINEKEN 12/12B,HEINEKEN USA INC,IMPORT,Yes
447,FOOD MAXX,7289000020,,HEINEKEN 12/12C,HEINEKEN USA INC,IMPORT,Yes
447,FOOD MAXX,7289000031,,HEINEKEN 24/12B,HEINEKEN USA INC,IMPORT,Yes
447,FOOD MAXX,7289000011,,HEINEKEN 6/12B,HEINEKEN USA INC,IMPORT,Yes
447,FOOD MAXX,7289000669,,HEINEKEN SILVER 1/24C,HEINEKEN USA INC,IMPORT,Yes
447,FOOD MAXX,7289000667,,HEINEKEN SILVER CAN 12/12C,HEINEKEN USA INC,IMPORT,Yes
447,FOOD MAXX,85002170703,,HERETIC LEMON DROP 4/12C,HERETIC BREWING COMPANY,RTD,*
447,FOOD MAXX,8500002986,,HIGH NOON 12 PACK 12/12C,E & J GALLO WINERY,RTD,Yes
447,FOOD MAXX,8500042627,,HIGH NOON HARD SELTZER GRAPEFRUIT 4/12C,E & J GALLO WINERY,RTD,*
447,FOOD MAXX,8500043232,,HIGH NOON HARD SELTZER MANGO 4/12C,E & J GALLO WINERY,RTD,*
447,FOOD MAXX,8500043256,,HIGH NOON HARD SELTZER PASSIONFRUIT 4/12C,E & J GALLO WINERY,RTD,Yes
447,FOOD MAXX,8500042926,,HIGH NOON HARD SELTZER PINEAPPLE 4/12C,E & J GALLO WINERY,RTD,Yes
447,FOOD MAXX,8500003255,,HIGH NOON HARD SELTZER TROPICAL VARIETY PACK 8/12C,E & J GALLO WINERY,RTD,Yes
447,FOOD MAXX,8500003151,,HIGH NOON HARD SELTZER VARIETY PACK 8/12C,E & J GALLO WINERY,RTD,Yes
447,FOOD MAXX,8500043426,,HIGH NOON LEMON 4/12C,E & J GALLO WINERY,RTD,*
447,FOOD MAXX,8500043137,,HIGH NOON PEACH 4/12C,E & J GALLO WINERY,RTD,*
447,FOOD MAXX,8500003609,,HIGH NOON TEQUILA VARIETY 8PK 8/12C,E & J GALLO WINERY,RTD,Yes
447,FOOD MAXX,8500003429,,HIGH NOON VARIETY POOL PACK LTO 8PK,E & J GALLO WINERY,RTD,*
447,FOOD MAXX,85001588552,,HOP VALLEY STASH BANDICOOT 1/19.2C,MOLSON COORS BREWING,CRAFT,*
447,FOOD MAXX,85001588542,,HOP VALLEY STASH HOUSE PINEAPPLE 1/19.2C,MOLSON COORS BREWING,CRAFT,*
447,FOOD MAXX,8068684602,,HORNITOS TEQUILA SELTZER LIME 4/12C,SAUZA TEQUILA IMPORT COMPANY,RTD,*
447,FOOD MAXX,1820025012,,HURRICANE HIGH GRAVITY 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,1820022985,,HURRICANE HIGH GRAVITY 3/25C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,8218420688,,JACK DANIELS & COKE ZERO 4/12C,JACK DANIELS DISTILLERY,RTD,*
447,FOOD MAXX,8218420687,,JACK DANIELS 4PK COLA,JACK DANIELS DISTILLERY,RTD,Yes
447,FOOD MAXX,8218420560,,JACK DANIELS APPLE FIZZ WHISKEY 4PK 355ML,JACK DANIELS DISTILLERY,RTD,Yes
447,FOOD MAXX,84024560016,,JACK DANIEL'S CC VARIETY PACK 12/12C,PABST BREWING CO,FMB,Yes
447,FOOD MAXX,8218420308,,JACK DANIELS SOUTHERN PEACH 1/10B,PABST BREWING CO,FMB,Yes
447,FOOD MAXX,8218420476,,JACK DANIEL'S TENNESSEE QUALITY WHISKEY & COLA 4/12C,JACK DANIELS DISTILLERY,RTD,*
447,FOOD MAXX,8043200006,,JAMESON & COLA 4/12C,PERNOD RICARD,RTD,Yes
447,FOOD MAXX,8043200008,,JAMESON & LEMONADE 4/12C,PERNOD RICARD,RTD,Yes
447,FOOD MAXX,8218422603,,JCK DNL CNTRY CKTL WATERMELON SPIKE 6/10B,PABST BREWING CO,FMB,Yes
447,FOOD MAXX,81153801173,,JOSE CUERVO CLASSIC LIME MARGARITA TEQUILA 4/200ML,PROXIMO SPIRITS INC,RTD,*
447,FOOD MAXX,81153801174,,JOSE CUERVO STRAWBERRY LIME MARGARITA 4/200ML,PROXIMO SPIRITS INC,RTD,*
447,FOOD MAXX,81002820039,,KARBACH RANCH WATER HARD SELTZER VARIETY PACK 12/12C,ANHEUSER-BUSCH INBEV,SELTZER,*
447,FOOD MAXX,8807618507,,KETEL ONE BOTANICAL VODKA SPRITZ CUCUMBER & MINT 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
447,FOOD MAXX,8807618505,,KETEL ONE BOTANICAL VODKA SPRITZ GRAPEFRUIT & ROSE 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
447,FOOD MAXX,8807618509,,KETEL ONE BOTANICAL VODKA SPRITZ PEACH & ORANGE BLOSSOM 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
447,FOOD MAXX,7199048045,,KEYSTONE LIGHT 15/12C,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,7199048019,,KEYSTONE LIGHT 30/12C,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,1820025011,,KING COBRA 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,1820000131,,KING COBRA 1/40B,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
447,FOOD MAXX,4006317501,,KIRIN ICHIBAN LAGER 1/22B,ANHEUSER-BUSCH INBEV,IMPORT,*
447,FOOD MAXX,79603061496,,KONA BIG WAVE GOLDEN ALE 12/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,79603011496,,KONA BIG WAVE GOLDEN ALE 6/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,79603061493,,KONA ISLAND HOPPER VARIETY PACK 12/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,79603061494,,KONA LONGBOARD LAGER 12/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
447,FOOD MAXX,72383001419,,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE 1/19.2C,HEINEKEN USA INC,CRAFT,*
447,FOOD MAXX,72383010012,,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE 12/12B,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383091412,,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE 12/12C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383001406,,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE 6/12C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383013092,,LAGUNITAS HAZY WONDER IPA 1/19.2C,HEINEKEN USA INC,CRAFT,*
447,FOOD MAXX,72383013012,,LAGUNITAS HAZY WONDER IPA 12/12C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383011612,,LAGUNITAS HOP HOPPY REFRESHER NA 12/12C,HEINEKEN USA INC,NON-ALC,Yes
447,FOOD MAXX,72383009567,,LAGUNITAS HOPPY REFRESHER 6/12B,HEINEKEN USA INC,NON-ALC,Yes
447,FOOD MAXX,72383001192,,LAGUNITAS INDIA PALE ALE 1/19.2C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383010009,,LAGUNITAS INDIA PALE ALE 12/12B,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383021212,,LAGUNITAS INDIA PALE ALE 12/12C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383000016,,LAGUNITAS INDIA PALE ALE 24/12B,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383000009,,LAGUNITAS INDIA PALE ALE 6/12B,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383014306,,LAGUNITAS ISLAND BEATS TROPICAL IPA 6/12C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383005192,,LAGUNITAS MAXIMUS COLOSSAL IPA 1/19.2C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383000017,,LAGUNITAS MAXIMUS INDIA PALE ALE 6/12B,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383000589,,LAGUNITAS MAXUMUS 12/12C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,72383013700,,LAGUNITAS NON ALCOHOLIC IPA 6/12B,HEINEKEN USA INC,NON-ALC,*
447,FOOD MAXX,72383015319,,LAGUNITAS TIKI FUSION ZOMBIE HAZY IPA 1/19.2C,HEINEKEN USA INC,CRAFT,*
447,FOOD MAXX,72383014512,,LAGUNITAS VARIETY PACK 12/12C,HEINEKEN USA INC,CRAFT,Yes
447,FOOD MAXX,86273100047,,LEAD DOG GNAR GNAR DOUBLE IPA 4/16C,LEAD DOG BREWING CO,CRAFT,*
447,FOOD MAXX,86000207398,,LEAD DOG PEANUT BUTTER STOUT 6/12C,LEAD DOG BREWING CO,CRAFT,*
447,FOOD MAXX,8200079964,,LONE RIVER RANCH RITA 1/24C,DIAGEO BEER COMPANY USA,SELTZER,Yes
447,FOOD MAXX,8200080097,,LONE RIVER RANCH RITA 12/12C,DIAGEO BEER COMPANY USA,SELTZER,Yes
447,FOOD MAXX,8200079909,,LONE RIVER RANCH RITA MARGARITA STYLE 6/12C,DIAGEO BEER COMPANY USA,SELTZER,Yes
447,FOOD MAXX,86000362349,,LONE RIVER RANCH WATER HARD SELTZER VARIETY PACK 12/12C,DIAGEO BEER COMPANY USA,SELTZER,*
447,FOOD MAXX,8600079916,,LONG DRINK VARIETY PACK 8/355ml,THE LONG DRINK COMPANY,RTD,*
447,FOOD MAXX,75124912704,,LOST COAST GREAT WHITE 12/12B,LOST COAST BREWERY,CRAFT,*
447,FOOD MAXX,75124925285,,LOST COAST IPA 12/12C,LOST COAST BREWERY,CRAFT,*
447,FOOD MAXX,84980600454,,MAMITAS 8/12C,PHUSION PROJECTS INC,RTD,*
447,FOOD MAXX,1820020293,,MARGARITAVILLE TROPICAL PUNCH VARIETY PACK 12/12B,ANHEUSER-BUSCH INBEV,FMB,Yes
447,FOOD MAXX,1820025010,,MICHELOB ULTRA 1/25C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,*
447,FOOD MAXX,1820005990,,MICHELOB ULTRA 12/12B,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820006991,,MICHELOB ULTRA 12/12C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820020284,,MICHELOB ULTRA 15/12C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820096721,,MICHELOB ULTRA 18/12C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820096728,,MICHELOB ULTRA 24/12B,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820096715,,MICHELOB ULTRA 24/12C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820024981,,MICHELOB ULTRA 3/25C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820005989,,MICHELOB ULTRA 6/12B,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820020181,,MICHELOB ULTRA AMBER MAX 12/12C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820020083,,MICHELOB ULTRA PURE GOLD 12/12B,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,Yes
447,FOOD MAXX,1820020258,,MICHELOB ULTRA VARIETY PACK 12/12C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,*
447,FOOD MAXX,3410000217,,MICKEYS MALT LIQUOR 1/24C,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,3410077434,,MICKEYS MALT LIQUOR 12/12B,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,63598506744,,MIKES HARD BLACK CHERRY LEMONADE 6/11B,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598580102,,MIKES HARD BLUE FREEZE 1/24C,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598580099,,MIKES HARD FREEZE VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598510062,,MIKES HARD LEMONADE 6/11B,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598580182,,MIKE'S HARD LEMONADE ZERO SUGAR 1/24C,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598580177,,MIKE'S HARD LEMONADE ZERO SUGAR 6/11.2B,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598580100,,MIKES HARD RED FREEZE 1/24C,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598506074,,MIKES HARD SEASONAL 6/11B,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598522413,,MIKES HARD STRAWBERRY LEMONADE 6/11B,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598512998,,MIKES HARD VARIETY PACK 12/11B,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598524985,,MIKES HARDER CRANBERRY LEMONADE 1/24C,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598524583,,MIKES HARDER LEMONADE 1/24C,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,63598526042,,MIKES HARDER VARIETY PACK 8/16C,MARK ANTHONY BRANDS INC,FMB,Yes
447,FOOD MAXX,3410000555,,MILLER GENUINE DRAFT 1/24C,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,3410017341,,MILLER GENUINE DRAFT 30/12C,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,3410000031,,MILLER HIGH LIFE 1/32B,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,3410001509,,MILLER HIGH LIFE 12/12B,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,3410001341,,MILLER HIGH LIFE 30/12C,MOLSON COORS BREWING,ECONOMY,Yes
447,FOOD MAXX,3410057636,,MILLER LITE 12/12C,MOLSON COORS BREWING,PREMIUM,*
447,FOOD MAXX,3410057340,,MILLER LITE 18/12C,MOLSON COORS BREWING,PREMIUM,Yes
447,FOOD MAXX,3410057341,,MILLER LITE 30/12C,MOLSON COORS BREWING,PREMIUM,Yes
447,FOOD MAXX,3410057327,,MILLER LITE 36/12C,MOLSON COORS BREWING,PREMIUM,*
447,FOOD MAXX,3410057023,,MILLER LITE 9/16B,MOLSON COORS BREWING,PREMIUM,Yes
447,FOOD MAXX,8066095796,,MODELO CHELADA ESPECIAL 1/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354400188,,MODELO CHELADA ESPECIAL 12/12C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354495028,,MODELO CHELADA ESPECIAL 3/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354495060,,MODELO CHELADA LIMON Y SAL 1/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354400130,,MODELO CHELADA LIMON Y SAL 12/12C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354400026,,MODELO CHELADA MANGO Y CHILE 1/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354400158,,MODELO CHELADA NARANJA PICOSA 1/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354400080,,MODELO CHELADA PINA PICANTE 1/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354400187,,MODELO CHELADA SANDIA PICANTE 1/24C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,3354400177,,MODELO CHELADA VARIETY 12/12C,CONSTELLATION BRANDS,CHELADA,Yes
447,FOOD MAXX,8066095777,,MODELO ESPECIAL 1/24B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095721,,MODELO ESPECIAL 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354495090,,MODELO ESPECIAL 1/32B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095757,,MODELO ESPECIAL 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095715,,MODELO ESPECIAL 12/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354495027,,MODELO ESPECIAL 18/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095711,,MODELO ESPECIAL 18/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095776,,MODELO ESPECIAL 24/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095710,,MODELO ESPECIAL 24/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354400021,,MODELO ESPECIAL 24/7B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095774,,MODELO ESPECIAL 3/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095765,,MODELO ESPECIAL 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354400209,,MODELO ESPECIAL 6/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354495061,,MODELO NEGRA 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095787,,MODELO NEGRA 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,8066095785,,MODELO NEGRA 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354400165,,MODELO ORO 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
447,FOOD MAXX,3354400162,,MODELO ORO 12/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
